ITEMNAME,sales_channel,unit_weight
6064-46 ADV FG AIR COMP LUBE 16OZ 12X1 CASE,NON-DISTRIBUTION,10.9
METAL CONDITIONER 50-F     55G DRUM,NON-DISTRIBUTION,500
6421-32 - SYN 24000HR CENTRIFUGAL FLUID   55GL DRUM BL-M,NON-DISTRIBUTION,401
PERKOOL 707-B      325GL STL TOTE,NON-DISTRIBUTION,2798
PERKUT 132      55GL DRUM,NON-DISTRIBUTION,428
PEG 8000     55.15LB BAG,NON-DISTRIBUTION,55.15
6470 LIQUID CLEANER   330G TOTE,NON-DISTRIBUTION,3541
PERLUBE AW-38-S       55GL DRUM,NON-DISTRIBUTION,399
CLEANER D-100     55G DRUM,NON-DISTRIBUTION,390
CIMSTAR 60XLB     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
MILFORM 6000     1041L/275G TOTE,NON-DISTRIBUTION,2489
MILFORM OAK DRAW 519     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,32
HUSKIE UNIVERSAL TH FLUID   55G/208L DRUM,NON-DISTRIBUTION,445.6643
LIQUID CYCLE CMS      208L/55G,NON-DISTRIBUTION,527
ULTRAPHOS 1224     1242L/328G,NON-DISTRIBUTION,4100
TROJAN 68   55G/208L DRUM,NON-DISTRIBUTION,434.7148288888888
LITHIUM COMPLEX EP 2 GREASE (LITHOPLEX RT2)   55G/208L DRUM,NON-DISTRIBUTION,430
BLUE STAR S 6150/46     PAIL,NON-DISTRIBUTION,36
GF PREP 608     330GL TOTE,NON-DISTRIBUTION,2980
ACCUDRAW 1906 HVY    55G DRUM,NON-DISTRIBUTION,413
GF ADJUST UP     5GL PAIL,NON-DISTRIBUTION,42
ODORLESS MINERAL SPIRITS   55G DRUM,NON-DISTRIBUTION,372.52562142857147
6731-220 - SYN BLOWER LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
PERLUBE RO-460     5GLPL,NON-DISTRIBUTION,38
4432-220 - PAG GEAR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,34
GT CLEAN 2007      330G SCHUTZ IBC,NON-DISTRIBUTION,2861
PERKOTE 30-368-HF1      55GL DRUM,NON-DISTRIBUTION,369
MILFORM OAK 14B-2     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,42
PERLUBE WL-220      BULK GALLONS,NON-DISTRIBUTION,7.4705
2015-100 - SYN 8000 HR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
2015-100 - SYN 8000 HR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERKUT 304-NC     5GLPL,NON-DISTRIBUTION,35
PERLUBE WL-220      55GL DRUM,NON-DISTRIBUTION,410
EP GEAR LUBE S-460   5G/19L PAIL,NON-DISTRIBUTION,39.52665
6245-68 - PARTIAL-SYN VAC-PUMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
GX COOL 1453GKN      55G DRUM,NON-DISTRIBUTION,478
FCR OF Q1080-RIVERDALE PLATE   BULK (GAL),NON-DISTRIBUTION,7.197475000000001
PERDRAW 2150     208L/55G DRUM,NON-DISTRIBUTION,424
NEUTRAGUARD        18.9L/5G,NON-DISTRIBUTION,50
TECHNIBRITE NI 305     5G PAIL,NON-DISTRIBUTION,45
GF SEAL 745       55G DRUM,NON-DISTRIBUTION,506
ROCKWAY 100-S   275G TOTE,NON-DISTRIBUTION,2249.7808
VISCOR CALIBRATION FLUID 3112 TYPE II   55G/208L DRUM,NON-DISTRIBUTION,404
ALMCO 4320        5GLPL,NON-DISTRIBUTION,42
ROLLING OIL 8   275G TOTE,NON-DISTRIBUTION,2174.23
NOVOC 5     5GLPL,NON-DISTRIBUTION,36
ROCKFORM 668   330G TOTE,NON-DISTRIBUTION,2624.25475
NICKEL SULFATE SOL EN GRADE     55G DRUM,NON-DISTRIBUTION,610
HOIST LIFTRUCK MAST SLIDE LUBE     CASE-12   (HLT006),NON-DISTRIBUTION,20
ISO 68 SYNTHETIC GEAR & BEARING FLUID   55GL METAL DRUM,NON-DISTRIBUTION,398
6045-46 - SEMI-SYN 4000HR COMP LUBE   55GL DRUM,NON-DISTRIBUTION,396
CIMGUARD 10     55G / 208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,386
PERKOOL 4110-V      5GLPL,NON-DISTRIBUTION,42
SUPER MAXAMP     400 LB   FDR,NON-DISTRIBUTION,400
CIMPERIAL 861     55G / 208L PINK STEEL DRUM (NET),NON-DISTRIBUTION,452
2217-100 - SEMI-SYNTHETIC TURBINE LUBRICANT   330GL TOTE,NON-DISTRIBUTION,2391
PERLUBE WL-68      208L/55G DRUM,NON-DISTRIBUTION,404
PERKOOL 625      5GLPL,NON-DISTRIBUTION,43
3157-EP2 - SYN FG CAL-SUL GREASE   5GL PAIL GRN,NON-DISTRIBUTION,36
ACCUCOOL 1975 H      55G DRUM,NON-DISTRIBUTION,483
4715-46 - PEG COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,38
6035-100 - DIESTER HP-BA COMP LUBE [BR]   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
BLUE STAR HL 6885/100     DRUM,NON-DISTRIBUTION,389.95
PERKLEEN 1484     330G TOTE,NON-DISTRIBUTION,2893
CONFIDENCE 41 PBB      3 x 4.3 KG / 9.5 LB,NON-DISTRIBUTION,28.5
MULTI-TERJ 7115     18.9L/5G,NON-DISTRIBUTION,44
TECHNIBRITE ZN 340 ESP BRIGHT     55G DRUM,NON-DISTRIBUTION,481
STAR CUT 4809     TOTE,NON-DISTRIBUTION,2341
PERCHEM 7707      1GL JUG,NON-DISTRIBUTION,11
SLUGGER CUTTING PASTE     CS12/10OZ TUBES   (60),NON-DISTRIBUTION,6
IPW-4001      1249L/330G,NON-DISTRIBUTION,2904
SECURE SEAL      114L/30G,NON-DISTRIBUTION,311
PERLUBE EP-680-GX 55GL DRUM,NON-DISTRIBUTION,414
MULTI-KLEEN RT     204L/54G,NON-DISTRIBUTION,490
VISCOR CAL FL MIL-PRF-7024G TYPE II   BULK (GAL),NON-DISTRIBUTION,6.488950000000002
420 QUENCH OIL  TANKER (BULK GALLONS),NON-DISTRIBUTION,7.28625
PERKOTE 10-985      208L/55G,NON-DISTRIBUTION,424
PHOS DIP 38 REPLENISHER     185L/49G,NON-DISTRIBUTION,650
PERKOOL 779-50      55GL DRUM,NON-DISTRIBUTION,479
6321-32 - OEM PAGR AIR COMP LUBE   5GL PAIL GRN,NON-DISTRIBUTION,36
UNI KLEEN 58DA     197L/52G,NON-DISTRIBUTION,575
6044-100 - SEMI-SYN GC LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
6471 NEUTRAL LIQUID CLEANER SF   55G DRUM,NON-DISTRIBUTION,498.8739
SHS-900      4x3.78L/1G,NON-DISTRIBUTION,38.699999999999996
ALTRAZINC NC     208L/55G,NON-DISTRIBUTION,656
6045-150 - SEMI-SYN 4000HR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERLUBE WL-68      330GL PL TOTE,NON-DISTRIBUTION,2419
2032-75W90 - SYN AUTO GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,37
2032-30W60 - SYN AUTO GEAR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
2032-75W90 - SYN AUTO GEAR LUBE   55GL DRUM BLK,NON-DISTRIBUTION,411
PERLUBE ATF      5GLPL,NON-DISTRIBUTION,36
PERLUBE EP-122    330 GL TOTE,NON-DISTRIBUTION,2439
TECHNIBRITE NI 545 TM     5G PAIL,NON-DISTRIBUTION,45.2
2033-100 - NXT 717 - PREM AM-RC OIL   55GL DRUM BLK,NON-DISTRIBUTION,398
PERDRAW 3565-NCL     330GL PL TOTE,NON-DISTRIBUTION,2736
PERKOOL 6600      330GL PL TOTE,NON-DISTRIBUTION,2549
ACCUCUT B5       250G TOTE,NON-DISTRIBUTION,1813
6035-100 - DIESTER HP-BA COMP LUBE [BL]   55GL DRUM BLK,NON-DISTRIBUTION,416
PERKOTE 30-248      BULK GALLONS,NON-DISTRIBUTION,6.616250000000001
GX COOL 2192      5GLPL,NON-DISTRIBUTION,42
PENETREX      18.9L/5G,NON-DISTRIBUTION,43
STAR CLEAN 1151     DRUM,NON-DISTRIBUTION,471
GX PROOF 5036LM      55G DRUM,NON-DISTRIBUTION,402
DURAWAX      18.9L/5G,NON-DISTRIBUTION,42
BLUE COOL S2685HD     PAIL,NON-DISTRIBUTION,41
PERKOOL 5424       5GLPL,NON-DISTRIBUTION,42
UNI KLEEN 30     204L/54G,NON-DISTRIBUTION,525
PERLUBE DS-160      55GL DRUM,NON-DISTRIBUTION,396
CIMTECH L41C BLUE     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,491
PENETREX      4x3.78L/1G,NON-DISTRIBUTION,35
PERKOOL 702-B     208L/55G DRUM,NON-DISTRIBUTION,477
PARTHERM 290     400 LB   FDR,NON-DISTRIBUTION,400
CIMPERIAL 1060CF     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,39
PERKOTE 40-262      55GL DRUM,NON-DISTRIBUTION,383
6061-68 - FG AIR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,28.9
PERCHEM 4949      1GL JUG,NON-DISTRIBUTION,9
PERLUBE AW-32       55GL DRUM,NON-DISTRIBUTION,399
PERLUBE AW-32     1249L/330G TOTE,NON-DISTRIBUTION,2393
PEARL-Z 3452D       208L/55G,NON-DISTRIBUTION,459
PERKUT 280-GD      55GL DRUM,NON-DISTRIBUTION,417
PERDRAW 2100-T      55GL DRUM,NON-DISTRIBUTION,471
2015-150 - SYN 8000 HR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
WAYLUBE 32 NT      55G DRUM,NON-DISTRIBUTION,397
BW - QUENCH OIL 1080 FAST   350G TOTE,NON-DISTRIBUTION,2943.0714285714284
ALKA-KLEEN JR      1249L/330G,NON-DISTRIBUTION,3800
TECHNISHEEN B 1792     5G PAIL,NON-DISTRIBUTION,44.5
C-1102     1249L/330GL TOTE,NON-DISTRIBUTION,2955
RUST INHIBITOR XN     18.9L/5G,NON-DISTRIBUTION,46
ACCUDRAW 2812      55GL DRUM,NON-DISTRIBUTION,455
UNI KLEEN 14-B     50 LB BAG,NON-DISTRIBUTION,50
NEUTRA-LIFT     1249L/330GL TOTE,NON-DISTRIBUTION,2809
HEADING OIL 2000     55G DRUM,NON-DISTRIBUTION,416
PX-5     100 LB   FDR,NON-DISTRIBUTION,100
PERKUT 303-C       BULK,NON-DISTRIBUTION,7.2552625
AMERICAN TECHNOLOGY Q-2       55GL DRUM,NON-DISTRIBUTION,477
ALUMINUM CONDITIONER 30-GLF     55G DRUM,NON-DISTRIBUTION,550
6042-46 - RUN-CLEAN AIR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,403
TREXCIDE 311     18.9L/5G PAIL,NON-DISTRIBUTION,49.79999999999998
DICASAN CIP      208L/55G,NON-DISTRIBUTION,553
HIGH PERFORMANCE ELECTRIC MOTOR BLUE POLYUREA GREASE     40-,NON-DISTRIBUTION,35
DF-460     5GL PAIL,NON-DISTRIBUTION,37
2288-46 - FG BIO HYDR FLUID   275GL TOTE,NON-DISTRIBUTION,1983
STARSOL 775CF BLUE     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,445
TECHNICLEAN LS 1805     55G DRUM,NON-DISTRIBUTION,477
VISCOR CALIBRATION FLUID 1487 AW-B   55G/208L DRUM (VIS),NON-DISTRIBUTION,408.4575062801935
BHS SD 10 330GL TOTE,NON-DISTRIBUTION,2757
PHOSIT     208L/55G,NON-DISTRIBUTION,573
DURACOAT 4-4     18.9L/5G,NON-DISTRIBUTION,50
6323-46 OEM PAGR AIR COMP LUBE + BA [BL} 5GL GREY PAIL,NON-DISTRIBUTION,37
PERKOOL 5400-C      208L/55G,NON-DISTRIBUTION,449
PERKOOL 5250      330GL PL TOTE,NON-DISTRIBUTION,2726
PERKUT 269-HV     5GLPL,NON-DISTRIBUTION,43
WAYLUBE 68      55G DRUM,NON-DISTRIBUTION,402
THERMO-QUENCH C     50 LB  BAG,NON-DISTRIBUTION,50
DUJEL 200      18.9L/5G,NON-DISTRIBUTION,46
EP GEAR LUBE S-100   275G TOTE,NON-DISTRIBUTION,2198.55835
GF STRIP 390      55G DRUM,NON-DISTRIBUTION,459
MPG-2      40 CARTCASE,NON-DISTRIBUTION,35
PERCHEM PENETRATING OIL 40     5GLPL,NON-DISTRIBUTION,37
PERLUBE RO-32      5GLPL,NON-DISTRIBUTION,37
SURSOLV      208L/55G,NON-DISTRIBUTION,427
PERKOTE 80-875      55GL DRUM,NON-DISTRIBUTION,408
LB-83     DRUM,NON-DISTRIBUTION,522
DURACUT CUTTING OIL 252   330G TOTE,NON-DISTRIBUTION,2515
CIMSTAR 60XLZ     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
ENVIROQUENCH      18.9L/5G,NON-DISTRIBUTION,42
CIMTECH 3150-VLZ     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,486
PERCHEM ALKALINITY BOOST      1GL JUG,NON-DISTRIBUTION,8
2384-46 - SYN MV AW HYDR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,35
4432-320 - PAG GEAR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,33
3146-EP2 - NXTGEL 3146 - FG PIPE GEL [YW]   5GL PAIL BLK,NON-DISTRIBUTION,39
6042-68 - RUN-CLEAN AIR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,404
CIMPULSE 49MP     5G / 19L PINK PLASTIC PAIL (NET),NON-DISTRIBUTION,42
LUBRICOOLANT 2050AC      18.9L/5G,NON-DISTRIBUTION,39
LUBRICOOLANT 2050AC       208L/55G,NON-DISTRIBUTION,424
PERDRAW 2100      55GL DRUM,NON-DISTRIBUTION,474
K-1 KEROSENE   275G TOTE,NON-DISTRIBUTION,1811
GF STRIP 30      55G DRUM,NON-DISTRIBUTION,633
6321-46 - OEM PAGR AIR COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
AIRLINE OIL 32   55G DRUM,NON-DISTRIBUTION,443.172
6088-32 - SILICONE AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,40
6043-68 - SEMI-SYN COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
DEPRESS PLUS       18.9L/5G,NON-DISTRIBUTION,33
JACKHAMMER LO-1.5X     275GL TOTE (D-IBC),NON-DISTRIBUTION,2435
4465 XHDM DRAWING COMPOUND   55G/208L DRUM,NON-DISTRIBUTION,486.9033333333333
TECHNIPREP WAX 100 IR     330G TOTE,NON-DISTRIBUTION,2778
GF CLEAN 5167      55G DRUM,NON-DISTRIBUTION,469
ROCKCUT 4010   55G DRUM,NON-DISTRIBUTION,461.0628
GF CLEAN 5167      330G TOTE,NON-DISTRIBUTION,2812
QUENCH OIL 1080     BULK DELIVERY,NON-DISTRIBUTION,7.13885
GF ACID CLEAN 339     5GL PAIL,NON-DISTRIBUTION,47
2284-68 - BIO HYDR FLUID   275GL TOTE,NON-DISTRIBUTION,1981
2288-68 - FG BIO HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,396
6063-100 - SYN FG VAC-PUMP FLUID   5GL PAIL BL,NON-DISTRIBUTION,36
DURAWAX 50     1249L/330G TOTE,NON-DISTRIBUTION,2762
PAG STEEL QUENCH 100   208L/55G DRUM,NON-DISTRIBUTION,478
PERDRAW 7308      55GL OH DRUM,NON-DISTRIBUTION,750
PERKLEEN 1241      330G PL TOTE,NON-DISTRIBUTION,3116
ROTOSYN 68     5G PAIL,NON-DISTRIBUTION,33
PHOS DIP 47-XW REPLENISHER     1249L/330G,NON-DISTRIBUTION,4300
PERDRAW 7555      350LB   DRUM,NON-DISTRIBUTION,350
6424-32-DIESTER BASED COMPRESSOR LUBE WITH BARIUM TRACER 55G,NON-DISTRIBUTION,411
2584-46 - SYN FR HYDR FLUID [UV]   55GL DRUM GRN,NON-DISTRIBUTION,397
BURNISH COMPOUND #1      275GL TOTE,NON-DISTRIBUTION,2250
6042-32 - RUN-CLEAN AIR COMP LUBE   5GL PAIL GRN,NON-DISTRIBUTION,36
6061-150 - FG AIR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
SPINDLE OIL 3       5GLPL,NON-DISTRIBUTION,33
PERKUT 358-ND     208L/55G DRUM,NON-DISTRIBUTION,405
PERKUT 358-ND     1249L/330G TOTE,NON-DISTRIBUTION,2427
SECURE GARD 2120      1249L/330G,NON-DISTRIBUTION,3184
PERLUBE AW-68        BULK GALLONS,NON-DISTRIBUTION,7.3566
PERLUBE WL-68     1041L/275G TOTE,NON-DISTRIBUTION,2016
PERKOTE 80-106-C      55GL DRUM,NON-DISTRIBUTION,408
BLUE COOL S2420     DRUM,NON-DISTRIBUTION,456
CIMSTAR 60 BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
CIMSTAR 66     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,41
PREPARE      208L/55G,NON-DISTRIBUTION,615
PERKUT 212-X      1249L/330G,NON-DISTRIBUTION,2368
LINER CLEANER H335B     5GLPL,NON-DISTRIBUTION,36
PERLUBE SYN-GO-68      55G DRUM,NON-DISTRIBUTION,396
MULTI-TERJ CR-2211      208L/55G,NON-DISTRIBUTION,473
2755-30 - NXT APL - SYN OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
PERKUT 212-X      BULK GALLONS,NON-DISTRIBUTION,7.202499999999999
6096-32 - CALDERA 7 - SIL HTF   55GL DRUM BL-M,NON-DISTRIBUTION,441
DI WATER     330-GAL TOTE,NON-DISTRIBUTION,2750
PERLUBE WL-220     1249L/330G TOTE,NON-DISTRIBUTION,2457
PERKOOL 714      325GL STL TOTE,NON-DISTRIBUTION,2828
PERKOOL 714-GG       330GL PL TOTE,NON-DISTRIBUTION,2871
DOUBLE-CUT TOPAZ 73      18.9L/5G,NON-DISTRIBUTION,44
MITFLOC 7983L     1249L/330G TOTE,NON-DISTRIBUTION,3718
UREA   330G TOTE,NON-DISTRIBUTION,3006
PIGMENTED FILMITE     208L/55G,NON-DISTRIBUTION,550
VISCOOL 5127 - 10%   330G TOTE,NON-DISTRIBUTION,2773.4418867924533
PERKUT 241      55GL DRUM,NON-DISTRIBUTION,420
TECHNIBRITE NI 205     5G PAIL,NON-DISTRIBUTION,48
ACETONE     PAIL,NON-DISTRIBUTION,33
REGENT 1000   5G PAIL TH,NON-DISTRIBUTION,40.486450000000005
PERKOTE 30-248-DO      5GLPL,NON-DISTRIBUTION,32
VALRUST 1391   55G/208L DRUM,NON-DISTRIBUTION,411.49392
BLUE STAR XB 9720/1000-1.5     3500LB RET TOTE,NON-DISTRIBUTION,3500
USL-1932 HIGH TEMP CHAIN LUBE     5G PAIL,NON-DISTRIBUTION,33.6
MONITROL 4122     56.8L/15GL QTR DRUM,NON-DISTRIBUTION,175
ROC-SOL 310   5G PAIL,NON-DISTRIBUTION,35.7788
9125-40 - CALDERA 14 - FG HTF   55GL DRUM BLK-M,NON-DISTRIBUTION,396
1500 BLACK OIL   BULK (GAL),NON-DISTRIBUTION,1
PTO 46 AZ   BULK (GAL),NON-DISTRIBUTION,7.297137500000001
TROJAN 46 AW ASHLESS   55G/208L DRUM,NON-DISTRIBUTION,441.7105
VISCOOL 6115 G   330G/1250L TOTE,NON-DISTRIBUTION,3037.7694
VISFORM 3200   55G/208L DRUM,NON-DISTRIBUTION,492.985
VISFORM 4110   55G DRUM,NON-DISTRIBUTION,507.45
CIMPERIAL 10-1051     55G / 208L PINK STEEL DRUM (NET),NON-DISTRIBUTION,452
TECHNICLEAN LS 2111 CS     330G TOTE,NON-DISTRIBUTION,2970
USL-600 HIGH TEMP SYN CHAIN LUBE     5G PAIL,NON-DISTRIBUTION,40
CLEANER 402-A     5GL PAIL,NON-DISTRIBUTION,43
BRITE STRIP CS-630 PART A     55G DRUM,NON-DISTRIBUTION,454
QUENCH OIL 1080 FAST   BULK (GAL),NON-DISTRIBUTION,7.0953
TREX-ADE 410     4X3.78L/1 GAL,NON-DISTRIBUTION,36
PERKOOL 5000-DL      5GLPL,NON-DISTRIBUTION,42
GF ADJUST 105       300G TOTE,NON-DISTRIBUTION,3500
STAR CUT 4844-SI     330GL TOTE,NON-DISTRIBUTION,2376
TREO SW-61       208L/55G,NON-DISTRIBUTION,487
USL-293 FORMING CHAIN LUBRICANT     330G TOTE,NON-DISTRIBUTION,2415
TECHNICOAT ZNBL 350 MC     55G DRUM,NON-DISTRIBUTION,581
ALU-BRAZE 860     200 LB   FDR,NON-DISTRIBUTION,200
6531-220 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
GF CLEAN 452SH        55G DRUM,NON-DISTRIBUTION,509
2199-40 - CALDERA 16 - HTF & CLN   5GL PAIL TH,NON-DISTRIBUTION,37
ISW-29      1249L/330G,NON-DISTRIBUTION,3491
5031-15 - RESCUE HTF - HTCC   55GL DRUM BLK,NON-DISTRIBUTION,408
PERKUT 280-A     1249L/330G TOTE,NON-DISTRIBUTION,2294
PERCHEM 1566      55GL DRUM,NON-DISTRIBUTION,396
S-200 TRONA     2000# SUPERSACK,NON-DISTRIBUTION,2000
PERKOOL 5170-B-CF     330GL PL TOTE,NON-DISTRIBUTION,2680
ACCUDRAW 30      55G DRUM,NON-DISTRIBUTION,451
PARCURE 275 400 LB FDR (AR) (FOR ACCT HEA-ALRUB ORDERS ONLY),NON-DISTRIBUTION,400
ACID DESCALER      400 LB   FDR,NON-DISTRIBUTION,400
ARICID      100 LB   FDR,NON-DISTRIBUTION,100
CIMSTAR 60LF BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
PERKOTE 10-500     1249L/330G TOTE,NON-DISTRIBUTION,2865
PERKOOL 714-BM      18.9L/5G PAIL,NON-DISTRIBUTION,44
RV BIOMASS DISPERSANT   5G/19L PAIL,NON-DISTRIBUTION,39.485
GF SEAL PREP 639      5GLPL,NON-DISTRIBUTION,42
TECHNICLEAN B 1260     55G DRUM,NON-DISTRIBUTION,485
PHOS DIP R-2-LT     1238L/327G,NON-DISTRIBUTION,4100
PC-360 SAWING COMPOUND   5G PAIL,NON-DISTRIBUTION,44.1231
VISCOR CALIBRATION FLUID 1487 AW-2   5G/19L PAIL,NON-DISTRIBUTION,36.301825000000015
PARQUENCH 90-C     1249L/330G,NON-DISTRIBUTION,2838
DUAL PURPOSE WAYLUBE 68   55G DRUM,NON-DISTRIBUTION,443.83720000000005
ROCKSPIN 5   55G DRUM,NON-DISTRIBUTION,440.9255
ACCUDRI 1982      55G DRUM,NON-DISTRIBUTION,359
MILFORM OAK 50-5 LA     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,358
STAR CLEAN 1390     208L/55G DRUM,NON-DISTRIBUTION,470
6045-68 - SEMI-SYN 4000HR COMP LUBE [BL]   5GL PAIL BLK,NON-DISTRIBUTION,36
2486-100 - FG ESTER CHAIN LUBE   55GL DRUM BLK,NON-DISTRIBUTION,417
2087-EP2 - SYN EP ALUM GREASE   14OZ TUBE 10X1 CASE,NON-DISTRIBUTION,8.2
2384-100 - SYN MV AW HYDR FLUID   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.9
4425-150 - NXT POE - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,38
6088-32 - SILICONE AIR COMP LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,12.5
GF STRIP 4420      18.9L/5G,NON-DISTRIBUTION,43
GX GRIND 1221L     1249L/330G,NON-DISTRIBUTION,2943
STAR GUARD 3425     DRUM,NON-DISTRIBUTION,376
ACCUVIS 100     250G TOTE,NON-DISTRIBUTION,1833
2174-220 - SYN FG HT CHAIN LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
PGA-F     18.9L/5G PAIL,NON-DISTRIBUTION,44
LYNX TAR & ADHESIVE REMOVER     55G DRUM,NON-DISTRIBUTION,378
2855-30 - NXT APL-SC - OIL   1QT 12X1 CASE FS,NON-DISTRIBUTION,21
ACL 7120L      208L/55G,NON-DISTRIBUTION,395
PHOS DIP 38GB MAKE-UP     1151L/304G,NON-DISTRIBUTION,3900
AQUAKLEAN ODP     5GL PAIL,NON-DISTRIBUTION,44
GX DEFOAM CAL-AF      5GLPL,NON-DISTRIBUTION,37
ACCUVIS 22     250G TOTE,NON-DISTRIBUTION,1796
PERKOOL 707-P      55GL DRUM,NON-DISTRIBUTION,474
2032-460 - SYN EP GEAR LUBE   5GL PAIL GRN,NON-DISTRIBUTION,38
DESTAIN 12     201L/53G,NON-DISTRIBUTION,500
MONITROL 2300 PBB      3 x 5.22 KG / 11.5 LB,NON-DISTRIBUTION,34.5
DS-9-301 (MILES CHEMICAL)     197 / 52G,NON-DISTRIBUTION,532
PERKOTE 40-264-D      55GL DRUM,NON-DISTRIBUTION,382
PERKOOL 9201-RG      325GL STL TOTE,NON-DISTRIBUTION,2519
4004-46 - NXT MIN - PREM RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,35
PERDRAW 2515       55GL DRUM,NON-DISTRIBUTION,463
PENTRATE ULTRA     500 LB   MDR  W/LINER,NON-DISTRIBUTION,500
MILPRO  SURE-WAY 68     55G / 208L BLUE STEEL DRUM (NET),NON-DISTRIBUTION,398
ACCUDRAW 419 NCM      55G DRUM,NON-DISTRIBUTION,427
PERDRAW 3510     208L/55G DRUM,NON-DISTRIBUTION,444
C-ACCELERATOR 37     55G DRUM,NON-DISTRIBUTION,550
STREAK FREE RTU GLASS CLEANER     208L/55G DRUM,NON-DISTRIBUTION,452
RUMPKE BLUE PORTA-CHERRY DEODORANT     BULK GALLONS,NON-DISTRIBUTION,8.536637500000001
PERKOTE 10-376      55GL DRUM,NON-DISTRIBUTION,488
WATERSHED     193L/51G,NON-DISTRIBUTION,447
PROPYLENE GLYCOL - INHIBITED     330GL TOTE (IBC),NON-DISTRIBUTION,2880
GF CLEAN 6052XY      55G DRUM,NON-DISTRIBUTION,532
6321-32 - OEM PAGR AIR COMP LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.9
2093-20 - RESCUE FLUSH - HTFF   55GL DRUM BLK,NON-DISTRIBUTION,390
6063-100 - SYN FG VAC-PUMP FLUID   55GL DRUM GRN,NON-DISTRIBUTION,399
24ANF1     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
OAK11B     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,375
LIFT F231      18.9L/5G,NON-DISTRIBUTION,43
2033-68 - NXT 717 - PREM AM-RC OIL   55GL DRUM GRN,NON-DISTRIBUTION,396
PERDRAW 1060       55GL DRUM,NON-DISTRIBUTION,366
GX COOL 2195LF      55G DRUM,NON-DISTRIBUTION,453
GALAXY LEAN COAT 971T     55G DRUM,NON-DISTRIBUTION,476
NITEC 5300A     208L/55G,NON-DISTRIBUTION,583
QUENCH OIL 420   BULK (GAL),NON-DISTRIBUTION,7.2703375
QUENCH OIL 600   55G DRUM,NON-DISTRIBUTION,438.37
GF CLEAN 155IL     55G DRUM,NON-DISTRIBUTION,622
PROGRIND 639   275G TOTE,NON-DISTRIBUTION,2098.875
BLUE FORM 4230 (W/BLUE DYE)     1249L/330G TOTE,NON-DISTRIBUTION,2859
PERKUT 950-SP     1249L/330G TOTE,NON-DISTRIBUTION,2393
PERDRAW 6270-HV     5GLPL,NON-DISTRIBUTION,43
2174-220 - SYN FG HT CHAIN LUBE   330GL TOTE,NON-DISTRIBUTION,2402
PERKOTE 80-888-C-1      55GL DRUM,NON-DISTRIBUTION,432
